movie_id,title,release_year,duration,genre
142,Bedknobs and Broomsticks (1971),1971,120,genre_2
143,"Sound of Music, The (1965)",1965,120,genre_12
144,Die Hard (1988),1988,120,genre_1
145,"Lawnmower Man, The (1992)",1992,120,genre_1
146,Unhook the Stars (1996),1996,120,genre_8
147,"Long Kiss Goodnight, The (1996)",1996,120,genre_1
148,"Ghost and the Darkness, The (1996)",1996,120,genre_1
149,Jude (1996),1996,120,genre_8
150,Swingers (1996),1996,120,genre_5
151,Willy Wonka and the Chocolate Factory (1971),1971,120,genre_2
152,Sleeper (1973),1973,120,genre_5
153,"Fish Called Wanda, A (1988)",1988,120,genre_5
154,Monty Python's Life of Brian (1979),1979,120,genre_5
155,Dirty Dancing (1987),1987,120,genre_12
156,Reservoir Dogs (1992),1992,120,genre_6
157,Platoon (1986),1986,120,genre_8
158,Weekend at Bernie's (1989),1989,120,genre_5
159,Basic Instinct (1992),1992,120,genre_13
160,Glengarry Glen Ross (1992),1992,120,genre_8
161,Top Gun (1986),1986,120,genre_1
162,On Golden Pond (1981),1981,120,genre_8
163,"Return of the Pink Panther, The (1974)",1974,120,genre_5
164,"Abyss, The (1989)",1989,120,genre_1
165,Jean de Florette (1986),1986,120,genre_8
166,Manon of the Spring (Manon des sources) (1986),1986,120,genre_8
167,Private Benjamin (1980),1980,120,genre_5
168,Monty Python and the Holy Grail (1974),1974,120,genre_5
169,"Wrong Trousers, The (1993)",1993,120,genre_3
170,Cinema Paradiso (1988),1988,120,genre_5
171,Delicatessen (1991),1991,120,genre_5
172,"Empire Strikes Back, The (1980)",1980,120,genre_1
173,"Princess Bride, The (1987)",1987,120,genre_1
174,Raiders of the Lost Ark (1981),1981,120,genre_1
175,Brazil (1985),1985,120,genre_15
176,Aliens (1986),1986,120,genre_1
177,"Good, The Bad and The Ugly, The (1966)",1966,120,genre_1
178,12 Angry Men (1957),1957,120,genre_8
179,"Clockwork Orange, A (1971)",1971,120,genre_15
180,Apocalypse Now (1979),1979,120,genre_8
181,Return of the Jedi (1983),1997,120,genre_1
182,GoodFellas (1990),1990,120,genre_6
183,Alien (1979),1979,120,genre_1
184,Army of Darkness (1993),1993,120,genre_1
185,Psycho (1960),1960,120,genre_11
186,"Blues Brothers, The (1980)",1980,120,genre_1
187,"Godfather: Part II, The (1974)",1974,120,genre_1
188,Full Metal Jacket (1987),1987,120,genre_1
189,"Grand Day Out, A (1992)",1992,120,genre_3
190,Henry V (1989),1989,120,genre_8
191,Amadeus (1984),1984,120,genre_8
192,Raging Bull (1980),1980,120,genre_8
193,"Right Stuff, The (1983)",1983,120,genre_8
194,"Sting, The (1973)",1973,120,genre_5
195,"Terminator, The (1984)",1984,120,genre_1
196,Dead Poets Society (1989),1989,120,genre_8
197,"Graduate, The (1967)",1967,120,genre_8
198,Nikita (La Femme Nikita) (1990),1990,120,genre_16
199,"Bridge on the River Kwai, The (1957)",1957,120,genre_8
200,"Shining, The (1980)",1980,120,genre_11
201,Evil Dead II (1987),1987,120,genre_1
202,Groundhog Day (1993),1993,120,genre_5
203,Unforgiven (1992),1992,120,genre_18
204,Back to the Future (1985),1985,120,genre_5
205,Patton (1970),1970,120,genre_8
206,Akira (1988),1988,120,genre_2
207,Cyrano de Bergerac (1990),1990,120,genre_1
208,Young Frankenstein (1974),1974,120,genre_5
209,This Is Spinal Tap (1984),1984,120,genre_5
210,Indiana Jones and the Last Crusade (1989),1989,120,genre_1
211,M*A*S*H (1970),1970,120,genre_5
212,"Unbearable Lightness of Being, The (1988)",1988,120,genre_8
213,"Room with a View, A (1986)",1986,120,genre_8
214,Pink Floyd - The Wall (1982),1982,120,genre_8
215,Field of Dreams (1989),1989,120,genre_8
216,When Harry Met Sally... (1989),1989,120,genre_5
217,Bram Stoker's Dracula (1992),1992,120,genre_11
218,Cape Fear (1991),1991,120,genre_16
219,"Nightmare on Elm Street, A (1984)",1984,120,genre_11
220,"Mirror Has Two Faces, The (1996)",1996,120,genre_5
221,Breaking the Waves (1996),1996,120,genre_8
222,Star Trek: First Contact (1996),1996,120,genre_1
223,Sling Blade (1996),1996,120,genre_8
224,Ridicule (1996),1996,120,genre_8
225,101 Dalmatians (1996),1996,120,genre_4
226,Die Hard 2 (1990),1990,120,genre_1
227,Star Trek VI: The Undiscovered Country (1991),1991,120,genre_1
228,Star Trek: The Wrath of Khan (1982),1982,120,genre_1
229,Star Trek III: The Search for Spock (1984),1984,120,genre_1
230,Star Trek IV: The Voyage Home (1986),1986,120,genre_1
231,Batman Returns (1992),1992,120,genre_1
232,Young Guns (1988),1988,120,genre_1
233,Under Siege (1992),1992,120,genre_1
234,Jaws (1975),1975,120,genre_1
235,Mars Attacks! (1996),1996,120,genre_1
236,Citizen Ruth (1996),1996,120,genre_5
237,Jerry Maguire (1996),1996,120,genre_8
238,Raising Arizona (1987),1987,120,genre_5
239,Sneakers (1992),1992,120,genre_6
240,Beavis and Butt-head Do America (1996),1996,120,genre_3
241,"Last of the Mohicans, The (1992)",1992,120,genre_1
242,Kolya (1996),1997,120,genre_5
243,Jungle2Jungle (1997),1997,120,genre_4
244,Smilla's Sense of Snow (1997),1997,120,genre_1
245,"Devil's Own, The (1997)",1997,120,genre_1
246,Chasing Amy (1997),1997,120,genre_8
247,Turbo: A Power Rangers Movie (1997),1997,120,genre_1
248,Grosse Pointe Blank (1997),1997,120,genre_5
249,Austin Powers: International Man of Mystery (1997),1997,120,genre_5
250,"Fifth Element, The (1997)",1997,120,genre_1
251,Shall We Dance? (1996),1997,120,genre_5
252,"Lost World: Jurassic Park, The (1997)",1997,120,genre_1
253,"Pillow Book, The (1995)",1997,120,genre_8
254,Batman & Robin (1997),1997,120,genre_1
255,My Best Friend's Wedding (1997),1997,120,genre_5
256,When the Cats Away (Chacun cherche son chat) (1996),1997,120,genre_5
257,Men in Black (1997),1997,120,genre_1
258,Contact (1997),1997,120,genre_8
259,George of the Jungle (1997),1997,120,genre_4
260,Event Horizon (1997),1997,120,genre_1
261,Air Bud (1997),1997,120,genre_4
262,In the Company of Men (1997),1997,120,genre_8
263,Steel (1997),1997,120,genre_1
264,Mimic (1997),1997,120,genre_15
265,"Hunt for Red October, The (1990)",1990,120,genre_1
266,Kull the Conqueror (1997),1997,120,genre_1
267,unknown,,120,genre_0
268,Chasing Amy (1997),1997,120,genre_8
269,"Full Monty, The (1997)",1997,120,genre_5
270,Gattaca (1997),1997,120,genre_8
271,Starship Troopers (1997),1997,120,genre_1
272,Good Will Hunting (1997),1997,120,genre_8
273,Heat (1995),1995,120,genre_1
274,Sabrina (1995),1995,120,genre_5
275,Sense and Sensibility (1995),1995,120,genre_8
276,Leaving Las Vegas (1995),1995,120,genre_8
277,Restoration (1995),1995,120,genre_8
278,Bed of Roses (1996),1996,120,genre_8
279,Once Upon a Time... When We Were Colored (1995),1995,120,genre_8
280,Up Close and Personal (1996),1996,120,genre_8
281,"River Wild, The (1994)",1994,120,genre_1
282,"Time to Kill, A (1996)",1996,120,genre_8
283,Emma (1996),1996,120,genre_8
284,Tin Cup (1996),1996,120,genre_5
285,Secrets & Lies (1996),1996,120,genre_8
286,"English Patient, The (1996)",1996,120,genre_8
287,Marvin's Room (1996),1996,120,genre_8
288,Scream (1996),1996,120,genre_11
289,Evita (1996),1996,120,genre_8
290,Fierce Creatures (1997),1997,120,genre_5
291,Absolute Power (1997),1997,120,genre_13
292,Rosewood (1997),1997,120,genre_8
293,Donnie Brasco (1997),1997,120,genre_6
294,Liar Liar (1997),1997,120,genre_5
295,Breakdown (1997),1997,120,genre_1
296,"Promesse, La (1996)",1997,120,genre_8
297,Ulee's Gold (1997),1997,120,genre_8
298,Face/Off (1997),1997,120,genre_1
299,Hoodlum (1997),1997,120,genre_6
300,Air Force One (1997),1997,120,genre_1
301,In & Out (1997),1997,120,genre_5
302,L.A. Confidential (1997),1997,120,genre_6
303,Ulee's Gold (1997),1997,120,genre_8
304,Fly Away Home (1996),1996,120,genre_2
305,"Ice Storm, The (1997)",1997,120,genre_8
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997,120,genre_8
307,"Devil's Advocate, The (1997)",1997,120,genre_6
308,FairyTale: A True Story (1997),1997,120,genre_4
309,Deceiver (1997),1997,120,genre_6
310,"Rainmaker, The (1997)",1997,120,genre_8
311,"Wings of the Dove, The (1997)",1997,120,genre_8
312,Midnight in the Garden of Good and Evil (1997),1997,120,genre_5
313,Titanic (1997),1997,120,genre_1
314,3 Ninjas: High Noon At Mega Mountain (1998),1997,120,genre_1
315,Apt Pupil (1998),1998,120,genre_8
316,As Good As It Gets (1997),1997,120,genre_5
317,In the Name of the Father (1993),1993,120,genre_8
318,Schindler's List (1993),1993,120,genre_8
319,Everyone Says I Love You (1996),1996,120,genre_5
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996,120,genre_7
321,Mother (1996),1996,120,genre_5
322,Murder at 1600 (1997),1997,120,genre_13
323,Dante's Peak (1997),1997,120,genre_1
324,Lost Highway (1997),1997,120,genre_13
325,Crash (1996),1997,120,genre_8
326,G.I. Jane (1997),1997,120,genre_1
327,Cop Land (1997),1997,120,genre_6
328,Conspiracy Theory (1997),1997,120,genre_1
329,Desperate Measures (1998),1998,120,genre_6
330,187 (1997),1997,120,genre_8
331,"Edge, The (1997)",1997,120,genre_2
332,Kiss the Girls (1997),1997,120,genre_6
333,"Game, The (1997)",1997,120,genre_13
334,U Turn (1997),1997,120,genre_1
335,How to Be a Player (1997),1997,120,genre_5
336,Playing God (1997),1997,120,genre_6
337,"House of Yes, The (1997)",1997,120,genre_5
338,Bean (1997),1997,120,genre_5
339,Mad City (1997),1997,120,genre_1
340,Boogie Nights (1997),1997,120,genre_8
341,Critical Care (1997),1997,120,genre_5
342,"Man Who Knew Too Little, The (1997)",1997,120,genre_5
343,Alien: Resurrection (1997),1997,120,genre_1
344,"Apostle, The (1997)",1997,120,genre_8
345,Deconstructing Harry (1997),1997,120,genre_5
346,Jackie Brown (1997),1997,120,genre_6
347,Wag the Dog (1997),1998,120,genre_5
348,Desperate Measures (1998),1998,120,genre_6
349,Hard Rain (1998),1998,120,genre_1
350,Fallen (1998),1998,120,genre_1
351,"Prophecy II, The (1998)",1998,120,genre_11
352,Spice World (1997),1997,120,genre_5
353,Deep Rising (1998),1998,120,genre_1
354,"Wedding Singer, The (1998)",1998,120,genre_5
355,Sphere (1998),1998,120,genre_2
356,"Client, The (1994)",1994,120,genre_8
357,One Flew Over the Cuckoo's Nest (1975),1975,120,genre_8
358,Spawn (1997),1997,120,genre_1
359,"Assignment, The (1997)",1997,120,genre_16
360,Wonderland (1997),1997,120,genre_7
361,Incognito (1997),1997,120,genre_6
362,Blues Brothers 2000 (1998),1998,120,genre_1
363,Sudden Death (1995),1995,120,genre_1
364,Ace Ventura: When Nature Calls (1995),1995,120,genre_5
365,Powder (1995),1995,120,genre_8
366,Dangerous Minds (1995),1995,120,genre_8
367,Clueless (1995),1995,120,genre_5
368,Bio-Dome (1996),1996,120,genre_5
369,Black Sheep (1996),1996,120,genre_5
370,Mary Reilly (1996),1996,120,genre_8
371,"Bridges of Madison County, The (1995)",1996,120,genre_8
372,Jeffrey (1995),1995,120,genre_5
373,Judge Dredd (1995),1995,120,genre_1
374,Mighty Morphin Power Rangers: The Movie (1995),1995,120,genre_1
375,Showgirls (1995),1995,120,genre_8
376,Houseguest (1994),1994,120,genre_5
377,Heavyweights (1994),1994,120,genre_4
378,Miracle on 34th Street (1994),1994,120,genre_8
379,Tales From the Crypt Presents: Demon Knight (1995),1995,120,genre_11
380,Star Trek: Generations (1994),1994,120,genre_1
381,Muriel's Wedding (1994),1994,120,genre_5
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,120,genre_5
383,"Flintstones, The (1994)",1994,120,genre_4
384,Naked Gun 33 1/3: The Final Insult (1994),1994,120,genre_5
385,True Lies (1994),1994,120,genre_1
386,Addams Family Values (1993),1993,120,genre_5
387,"Age of Innocence, The (1993)",1993,120,genre_8
388,Beverly Hills Cop III (1994),1994,120,genre_1
389,Black Beauty (1994),1994,120,genre_2
390,Fear of a Black Hat (1993),1993,120,genre_5
391,Last Action Hero (1993),1993,120,genre_1
392,"Man Without a Face, The (1993)",1993,120,genre_8
393,Mrs. Doubtfire (1993),1993,120,genre_5
394,Radioland Murders (1994),1994,120,genre_5
395,Robin Hood: Men in Tights (1993),1993,120,genre_5
396,Serial Mom (1994),1994,120,genre_5
397,Striking Distance (1993),1993,120,genre_1
398,Super Mario Bros. (1993),1993,120,genre_1
399,"Three Musketeers, The (1993)",1993,120,genre_1
400,"Little Rascals, The (1994)",1994,120,genre_4
401,"Brady Bunch Movie, The (1995)",1995,120,genre_5
402,Ghost (1990),1990,120,genre_5
403,Batman (1989),1989,120,genre_1
404,Pinocchio (1940),1940,120,genre_3
405,Mission: Impossible (1996),1996,120,genre_1
406,Thinner (1996),1996,120,genre_11
407,Spy Hard (1996),1996,120,genre_5
408,"Close Shave, A (1995)",1996,120,genre_3
409,Jack (1996),1996,120,genre_5
410,Kingpin (1996),1996,120,genre_5
411,"Nutty Professor, The (1996)",1996,120,genre_5
412,"Very Brady Sequel, A (1996)",1996,120,genre_5
413,Tales from the Crypt Presents: Bordello of Blood (1996),1996,120,genre_11
414,My Favorite Year (1982),1982,120,genre_5
415,"Apple Dumpling Gang, The (1975)",1975,120,genre_4
416,Old Yeller (1957),1957,120,genre_4
417,"Parent Trap, The (1961)",1961,120,genre_4
418,Cinderella (1950),1950,120,genre_3
419,Mary Poppins (1964),1964,120,genre_4
420,Alice in Wonderland (1951),1951,120,genre_3
421,William Shakespeare's Romeo and Juliet (1996),1996,120,genre_8
422,Aladdin and the King of Thieves (1996),1996,120,genre_3
423,E.T. the Extra-Terrestrial (1982),1982,120,genre_4
424,Children of the Corn: The Gathering (1996),1996,120,genre_11
425,Bob Roberts (1992),1992,120,genre_5
426,"Transformers: The Movie, The (1986)",1986,120,genre_1
427,To Kill a Mockingbird (1962),1962,120,genre_8
428,Harold and Maude (1971),1971,120,genre_5
429,"Day the Earth Stood Still, The (1951)",1951,120,genre_8
430,Duck Soup (1933),1933,120,genre_5
431,Highlander (1986),1986,120,genre_1
432,Fantasia (1940),1940,120,genre_3
433,Heathers (1989),1989,120,genre_5
434,Forbidden Planet (1956),1956,120,genre_15
435,Butch Cassidy and the Sundance Kid (1969),1969,120,genre_1
436,"American Werewolf in London, An (1981)",1981,120,genre_11
437,Amityville 1992: It's About Time (1992),1992,120,genre_11
438,Amityville 3-D (1983),1983,120,genre_11
439,Amityville: A New Generation (1993),1993,120,genre_11
440,Amityville II: The Possession (1982),1982,120,genre_11
441,"Amityville Horror, The (1979)",1979,120,genre_11
442,"Amityville Curse, The (1990)",1990,120,genre_11
443,"Birds, The (1963)",1963,120,genre_11
444,"Blob, The (1958)",1958,120,genre_11
445,"Body Snatcher, The (1945)",1945,120,genre_11
446,Burnt Offerings (1976),1976,120,genre_11
447,Carrie (1976),1976,120,genre_11
448,"Omen, The (1976)",1976,120,genre_11
449,Star Trek: The Motion Picture (1979),1979,120,genre_1
450,Star Trek V: The Final Frontier (1989),1989,120,genre_1
451,Grease (1978),1978,120,genre_5
452,Jaws 2 (1978),1978,120,genre_1
453,Jaws 3-D (1983),1983,120,genre_1
454,Bastard Out of Carolina (1996),1996,120,genre_8
455,Jackie Chan's First Strike (1996),1997,120,genre_1
456,Beverly Hills Ninja (1997),1997,120,genre_1
457,Free Willy 3: The Rescue (1997),1997,120,genre_2
458,Nixon (1995),1995,120,genre_8
459,"Cry, the Beloved Country (1995)",1995,120,genre_8
460,"Crossing Guard, The (1995)",1995,120,genre_8
461,Smoke (1995),1995,120,genre_8
462,Like Water For Chocolate (Como agua para chocolate) (1992),1992,120,genre_8
463,"Secret of Roan Inish, The (1994)",1994,120,genre_2
464,Vanya on 42nd Street (1994),1994,120,genre_8
465,"Jungle Book, The (1994)",1994,120,genre_2
466,Red Rock West (1992),1992,120,genre_16
467,"Bronx Tale, A (1993)",1993,120,genre_8
468,Rudy (1993),1993,120,genre_8
469,Short Cuts (1993),1993,120,genre_8
470,Tombstone (1993),1993,120,genre_18
471,Courage Under Fire (1996),1996,120,genre_8
472,Dragonheart (1996),1996,120,genre_1
473,James and the Giant Peach (1996),1996,120,genre_3
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963,120,genre_15
475,Trainspotting (1996),1996,120,genre_8
476,"First Wives Club, The (1996)",1996,120,genre_5
477,Matilda (1996),1996,120,genre_4
478,"Philadelphia Story, The (1940)",1940,120,genre_5
479,Vertigo (1958),1958,120,genre_13
480,North by Northwest (1959),1959,120,genre_5
481,"Apartment, The (1960)",1960,120,genre_5
482,Some Like It Hot (1959),1959,120,genre_5
483,Casablanca (1942),1942,120,genre_8
484,"Maltese Falcon, The (1941)",1941,120,genre_10
485,My Fair Lady (1964),1964,120,genre_12
486,Sabrina (1954),1954,120,genre_5
487,Roman Holiday (1953),1953,120,genre_5
488,Sunset Blvd. (1950),1950,120,genre_10
489,Notorious (1946),1946,120,genre_10
490,To Catch a Thief (1955),1955,120,genre_5
491,"Adventures of Robin Hood, The (1938)",1938,120,genre_1
492,East of Eden (1955),1955,120,genre_8
493,"Thin Man, The (1934)",1934,120,genre_13
494,His Girl Friday (1940),1940,120,genre_5
495,Around the World in 80 Days (1956),1956,120,genre_2
496,It's a Wonderful Life (1946),1946,120,genre_8
497,Bringing Up Baby (1938),1938,120,genre_5
498,"African Queen, The (1951)",1951,120,genre_1
499,Cat on a Hot Tin Roof (1958),1958,120,genre_8
500,Fly Away Home (1996),1996,120,genre_2
501,Dumbo (1941),1941,120,genre_3
502,Bananas (1971),1971,120,genre_5
503,"Candidate, The (1972)",1972,120,genre_8
504,Bonnie and Clyde (1967),1967,120,genre_6
505,Dial M for Murder (1954),1954,120,genre_13
506,Rebel Without a Cause (1955),1955,120,genre_8
507,"Streetcar Named Desire, A (1951)",1951,120,genre_8
508,"People vs. Larry Flynt, The (1996)",1996,120,genre_8
509,My Left Foot (1989),1989,120,genre_8
510,"Magnificent Seven, The (1954)",1954,120,genre_1
511,Lawrence of Arabia (1962),1962,120,genre_2
512,Wings of Desire (1987),1987,120,genre_5
513,"Third Man, The (1949)",1949,120,genre_13
514,Annie Hall (1977),1977,120,genre_5
515,"Boot, Das (1981)",1997,120,genre_1
516,Local Hero (1983),1983,120,genre_5
517,Manhattan (1979),1979,120,genre_5
518,Miller's Crossing (1990),1990,120,genre_8
519,"Treasure of the Sierra Madre, The (1948)",1948,120,genre_2
520,"Great Escape, The (1963)",1963,120,genre_2
521,"Deer Hunter, The (1978)",1978,120,genre_8
522,Down by Law (1986),1986,120,genre_5
523,Cool Hand Luke (1967),1967,120,genre_5
524,"Great Dictator, The (1940)",1940,120,genre_5
525,"Big Sleep, The (1946)",1946,120,genre_10
526,Ben-Hur (1959),1959,120,genre_1
527,Gandhi (1982),1982,120,genre_8
528,"Killing Fields, The (1984)",1984,120,genre_8
529,My Life as a Dog (Mitt liv som hund) (1985),1985,120,genre_8
530,"Man Who Would Be King, The (1975)",1975,120,genre_2
531,Shine (1996),1996,120,genre_8
532,Kama Sutra: A Tale of Love (1996),1997,120,genre_14
533,"Daytrippers, The (1996)",1997,120,genre_13
534,Traveller (1997),1997,120,genre_8
535,Addicted to Love (1997),1997,120,genre_5
536,Ponette (1996),1997,120,genre_8
537,My Own Private Idaho (1991),1991,120,genre_8
538,Anastasia (1997),1997,120,genre_3
539,Mouse Hunt (1997),1997,120,genre_4
540,Money Train (1995),1995,120,genre_1
541,Mortal Kombat (1995),1995,120,genre_1
542,Pocahontas (1995),1995,120,genre_3
543,"Misérables, Les (1995)",1995,120,genre_8
544,Things to Do in Denver when You're Dead (1995),1996,120,genre_6
545,Vampire in Brooklyn (1995),1995,120,genre_5
546,Broken Arrow (1996),1996,120,genre_1
547,"Young Poisoner's Handbook, The (1995)",1996,120,genre_6
548,"NeverEnding Story III, The (1994)",1996,120,genre_4
549,Rob Roy (1995),1995,120,genre_8
550,Die Hard: With a Vengeance (1995),1995,120,genre_1
551,Lord of Illusions (1995),1995,120,genre_11
552,Species (1995),1995,120,genre_15
553,"Walk in the Clouds, A (1995)",1995,120,genre_8
554,Waterworld (1995),1995,120,genre_1
555,White Man's Burden (1995),1995,120,genre_8
556,Wild Bill (1995),1995,120,genre_18
557,Farinelli: il castrato (1994),1994,120,genre_8
558,Heavenly Creatures (1994),1994,120,genre_8
559,Interview with the Vampire (1994),1994,120,genre_8
560,"Kid in King Arthur's Court, A (1995)",1995,120,genre_2
561,Mary Shelley's Frankenstein (1994),1994,120,genre_8
562,"Quick and the Dead, The (1995)",1995,120,genre_1
